Title Description,Standard Hours,Maximum Salary Rate
GENERAL COUNSEL (HOMELESS SVCS,35.0,244820.0
DIRECTOR OF COUNTERMEASURES AN,35.0,244820.0
DIR OF HEALTHCARE FACILITIES A,35.0,244820.0
DIRECTOR OF PUBLIC HEALTH EMER,35.0,244820.0
DIRCTOR OF MENTAL HEALTH DISAS,35.0,244820.0
DEPUTY DIRECTOR OF EMERGENCY M,35.0,244820.0
DEPUTY DIRECTOR OF HEADSTART P,35.0,244820.0
DIRECTOR OF HEADSTART PROGRAM,35.0,244820.0
DEPUTY DIRECTOR OF LABOR RELAT,35.0,244820.0
ASSOC ADM FOR PURCHASING MATER,35.0,244820.0
DEPUTY ASST ADMIN FOR PERSONNE,35.0,244820.0
EXECUTIVE ASSISTANT TO THE EXE,35.0,244820.0
ASSIST COMMISSIONER FOR POLICY,35.0,244820.0
DEPUTY DIRECTOR OF HEALTH AND,35.0,244820.0
DIRECTOR OF  EXERCISES AND TRA,35.0,244820.0
DIRECTOR OF PUBLIC HEALTH EMER,35.0,244820.0
"EXECUTIVE DIRECTOR, NEW YORK C",35.0,244820.0
EXECUTIVE DIRECTOR OF PROFESSI,35.0,244820.0
ASSISTANT ADMINISTRATOR OF PUB,35.0,244820.0
ASSISTANT DEPUTY ADMINISTRATOR,35.0,244820.0
DEPUTY GENERAL COUNSEL (HRA),35.0,244820.0
DIRECTOR OF FISCAL OPERATIONS,35.0,244820.0
DIRECTOR OF INTERNAL AUDITING,35.0,244820.0
DIRECTOR OF LEGISLATIVE COORDI,35.0,244820.0
DIRECTOR OF MANAGEMENT PLANNIN,35.0,244820.0
DIR POLICY ECONOM RESRCH (HRA),35.0,244820.0
DIRECTOR TITLE XX SVC PLANNING,35.0,244820.0
EXECUTIVE ASSISTANT TO THE HUM,35.0,244820.0
GENERAL COUNSEL (HRA),35.0,244820.0
SPECIAL ASSISTANT TO THE HUMAN,35.0,244820.0
SECRETARY TO THE HUMAN RESOURC,35.0,244820.0
ASST. COMM. OF FISCAL ADMINIST,35.0,244820.0
CHIEF OF STAFF (CDA),35.0,244820.0
DIRECTOR OF PLANNING (CDA),35.0,244820.0
EXECUTIVE ASSISTANT TO THE COM,35.0,244820.0
ASSIST COMMISSIONER FOR INTERG,35.0,244820.0
ASSOC COMMISSIONER FOR PLANNIN,35.0,244820.0
DEPUTY ASSISTANT COMMISSIONER,35.0,244820.0
EXECUTIVE ASSISTANT TO THE COM,35.0,244820.0
DEPUTY COMMISSIONER (DEPT OF R,35.0,244820.0
IT PROJECT SPECIALIST,35.0,160000.0
SENIOR IT ARCHITECT,35.0,180000.0
IT AUTOMATION AND MONITORING E,35.0,140000.0
IT SERVICE MANAGEMENT SPECIALI,35.0,130000.0
IT INFRASTRUCTURE ENGINEER,35.0,180000.0
SPECIAL ASSISTANT TO THE EXECU,35.0,234738.0
SPECIAL ASSISTANT TO THE DEPUT,35.0,234738.0
GENERAL COUNSEL (DGS),35.0,244820.0
SPECIAL ASSISTANT TO THE COMMI,35.0,244820.0
GENERAL COUNSEL (YOUTH SERVICE,35.0,244820.0
GENERAL COUNSEL (DDC),35.0,244820.0
DEPUTY GENERAL COUNSEL (DDC),35.0,244820.0
SPECIAL ASSISTANT TO THE COMMI,35.0,244820.0
ASSISTANT COMMISSIONER FOR DES,35.0,244820.0
SPECIAL ASSISTANT (DESIGN AND,35.0,244820.0
SPECIAL ASSISTANT (DESIGN AND,35.0,244820.0
ASS COMMISSIONER DESIGN AND CO,35.0,244820.0
ASSISTANT COMMISSIONER FOR FAC,35.0,244820.0
ASSISTANT COMMISSIONER FOR MAN,35.0,244820.0
ASSISTANT COMMISSIONER FOR PRO,35.0,244820.0
ASSISTANT COMMISSIONER (SOCIAL,35.0,244820.0
CHIEF OF STAFF (HRA),35.0,244820.0
DEPUTY ASSISTANT COMMISSIONER,35.0,244820.0
DEPUTY ASST COMMISSIONER FOR P,35.0,244820.0
DEPUTY COMMISSIONER (ACD-DOSS),35.0,244820.0
DEPUTY COMMISSIONER (FAS-DOSS),35.0,244820.0
DEPUTY COMMISSIONER (GENERAL S,35.0,244820.0
DEPUTY COMMISSIONER (SPECIAL S,35.0,244820.0
DIRECTOR OF ADVOCACY (SSC-DOSS,35.0,244820.0
DIRECTOR OF COMMUNITY PARTICIP,35.0,244820.0
DIRECTOR OF COMPLIANCE & LEGIS,35.0,244820.0
DIR OF CONTRACT MGMT & INTERGO,35.0,244820.0
DIRECTOR OF EEO/CONTRACT COMPL,35.0,244820.0
DIRECTOR OF FOOD STAMP PROGRAM,35.0,244820.0
DIR OF HOME CARE SERVICES/FAMI,35.0,244820.0
DIRECTOR OF INFORMATION SERVIC,35.0,244820.0
DIRECTOR OF MANAGEMENT DESIGN,35.0,244820.0
"DIR MGMT SYSTEMS, PLANNING, R",35.0,244820.0
DIRECTOR OF POLICY ANALYSIS (G,35.0,244820.0
DIRECTOR OF PROGRAM PLANNING (,35.0,244820.0
MEDICAL DIRECTOR (MEDICAL ASSI,35.0,244820.0
ASSISTANT COMMISSIONER (PARKS&,35.0,244820.0
ASSISTANT COMMISSIONER (PARKS,35.0,244820.0
ASSISTANT COMMISSIONER (PARKS,35.0,244820.0
ASSISTANT COMMISSIONER (RECREA,35.0,244820.0
MANAGER OF PARK LICENSE AGREEM,35.0,244820.0
COUNSEL (DEPARTMENT OF PARKS &,35.0,244820.0
DIRECTOR OF COMMUNITY INVOLVEM,35.0,244820.0
EXECUTIVE ASSISTANT TO THE COM,35.0,244820.0
DIRECTOR OF HISTORIC PARKS,35.0,244820.0
DIRECTOR OF URBAN PARK RANGER,35.0,244820.0
BOROUGH COMMISSIONER (PARKS AN,35.0,244820.0
DEPUTY BOROUGH COMMISSIONER (P,35.0,244820.0
DEPUTY CHIEF OF OPERATIONS (PA,35.0,244820.0
DIRECTOR OF URBAN ARCHAEOLOGY,35.0,244820.0
DIRECTOR OF PUBLIC RELATIONS (,35.0,244820.0
DEPUTY COMMISSIONER (PARKS & R,35.0,244820.0
DEPUTY COMMISSIONER (CULTURAL,35.0,244820.0
DIRECTOR OF PLAN & FIELD SERVI,35.0,244820.0
COUNSEL (LANDMARKS PRESERVATIO,35.0,244820.0
"SECRETARY TO THE CHAIR, LANDMA",35.0,66769.0
DEPUTY COMMISSIONER (TRANSPORT,35.0,244820.0
ASSISTANT COMMISSIONER (TRAFFI,35.0,244820.0
ASSISTANT COMMISSIONER (TRANSP,35.0,244820.0
EXECUTIVE ASSISTANT TO COMMISS,35.0,244820.0
ASSISTANT TO THE DEPUTY COMMIS,35.0,244820.0
COUNSEL (TRANSPORTATION),35.0,244820.0
ASSISTANT COMMISSIONER (PVB-DE,35.0,244820.0
HEARING OFFICER (PER SESSION),1.0,54.93
ASSISTANT DIRECTOR HEALTH PROG,35.0,244820.0
*ASSOCIATE DIRECTOR HEALTH PRO,35.0,147151.0
*ASSOCIATE DIRECTOR HEALTH PRO,35.0,147151.0
*ASSOCIATE DIRECTOR HEALTH PRO,35.0,147151.0
*ASSOCIATE EXECUTIVE DIRECTOR,35.0,244820.0
*COORDINATING MANAGER (HMH),35.0,85064.0
*COORDINATING MANAGER (HMH),35.0,97218.0
*DIR OF FISCAL AFFAIRS (HMH),35.0,244820.0
*DIRECTOR OF HEALTH CARE PROGR,35.0,244820.0
"DIRECTOR, MEDICAL AFFAIRS (HMH",35.0,244820.0
EXECUTIVE SECRETARY (HMH),35.0,77114.0
*PERSONNEL DIRECTOR -HEALTH CA,35.0,147151.0
*PERSONNEL DIRECTOR -HEALTH CA,35.0,147151.0
*PERSONNEL DIRECTOR -HEALTH CA,35.0,147151.0
*PERSONNEL DIRECTOR -HEALTH CA,35.0,147151.0
*PERSONNEL PROGRAM DEVELOPMENT,35.0,132795.0
*PERSONNEL PROGRAM DEVELOPMENT,35.0,132795.0
*PERSONNEL PROGRAM DEVELOPMENT,35.0,132795.0
SR ASSOCIATE HEALTH PROGRAM DI,35.0,244820.0
*SR CONSULTANT MANAGEMENT INFO,35.0,132795.0
*SR CONSULTANT MANAGEMENT INFO,35.0,132795.0
SENIOR DIRECTOR (HMH),35.0,244820.0
SENIOR EXECUTIVE SECRETARY (HM,35.0,244820.0
SR MANAGEMENT CONSULTANT-BUSIN,35.0,244820.0
SR MANAGEMENT CONSULTANT-BUSIN,35.0,244820.0
MANAGEMENT INFORMATION SERVICE,35.0,244820.0
DEPUTY DIRECTOR (AVIATION)-DOT,35.0,244820.0
ASSISTANT DIRECTOR (FERRIES),35.0,244820.0
DEPUTY DIRECTOR (FERRIES),35.0,244820.0
DIRECTOR OF PUBLIC RELATIONS (,35.0,244820.0
SECRETARY TO THE DEPUTY COMMIS,35.0,64575.0
SPECIAL ASST DISTRICT ATTORNEY,35.0,113500.0
SPECIAL ASST DISTRICT ATTORNEY,35.0,244820.0
EMERGENCY MEDICAL SERVICE SPEC,37.5,41162.0
EMERGENCY MEDICAL SERVICE SPEC,37.5,50996.0
* ATTENDING DENTIST (HMH) FULL,37.5,122148.0
* ATTENDING DENTIST (HMH) FULL,37.5,148473.0
* ATTENDING DENTIST (HMH) FULL,37.5,189490.0
* ATTENDING DENTIST (HMH) FULL,40.0,122148.0
* ATTENDING DENTIST (HMH) FULL,40.0,148473.0
* ATTENDING DENTIST (HMH) FULL,40.0,189490.0
ATTENDING PHYSICIAN,37.5,122148.0
ATTENDING PHYSICIAN,37.5,148473.0
ATTENDING PHYSICIAN,37.5,189490.0
ATTENDING PHYSICIAN,40.0,118590.0
ATTENDING PHYSICIAN,40.0,144149.0
ATTENDING PHYSICIAN,40.0,183971.0
PATIENT CARE TECHNICIAN,37.5,45764.0
SERVICE AIDE,37.5,42815.0
PATIENT CARE ASSOCIATE,37.5,50117.0
ELECTION WORKER (PART-TIME)-BD,1.0,1.0
